None,ticker,date,open,high,low,close,volume,ex-dividend,split_ratio,adj_open,adj_high,adj_low,adj_close,adj_volume,MAVshort,MAVlong,RSI,Decision
1403,TSLA,2012-08-24,30.06,30.24,29.41,29.5,1429400.0,0.0,1.0,30.06,30.24,29.41,29.5,1429400.0,29.172666666666668,42.720659000000005,45.01679731243001,Hold
1404,TSLA,2012-08-23,30.0,30.85,29.65,30.73,1471000.0,0.0,1.0,30.0,30.85,29.65,30.73,1471000.0,29.233999999999998,42.383409,56.75675675675676,Hold
1405,TSLA,2012-08-22,29.01,30.04,29.01,29.95,775500.0,0.0,1.0,29.01,30.04,29.01,29.95,775500.0,29.252333333333333,42.044509,59.45639864099659,Hold
1406,TSLA,2012-08-21,29.58,30.0,29.0,29.11,761600.0,0.0,1.0,29.58,30.0,29.0,29.11,761600.0,29.246,41.71770899999999,57.12731229597387,Hold
1407,TSLA,2012-08-20,30.15,30.39,29.1,29.51,1179100.0,0.0,1.0,30.15,30.39,29.1,29.51,1179100.0,29.23633333333333,41.365009,61.68122270742358,Hold
1408,TSLA,2012-08-17,30.29,30.71,29.98,30.01,508200.0,0.0,1.0,30.29,30.71,29.98,30.01,508200.0,29.264666666666663,41.004858999999996,54.29687500000001,Hold
1409,TSLA,2012-08-16,29.53,30.39,29.5,30.3,669000.0,0.0,1.0,29.53,30.39,29.5,30.3,669000.0,29.29866666666667,40.669609,62.203626220362615,Hold
1410,TSLA,2012-08-15,29.39,29.7,28.81,29.4,525400.0,0.0,1.0,29.39,29.7,28.81,29.4,525400.0,29.329,40.339759,59.78552278820373,Hold
1411,TSLA,2012-08-14,30.75,31.17,29.26,29.42,793400.0,0.0,1.0,30.75,31.17,29.26,29.42,793400.0,29.391666666666666,40.012659000000006,58.791208791208796,Hold
1412,TSLA,2012-08-13,29.69,31.3,29.101,31.17,870100.0,0.0,1.0,29.69,31.3,29.101,31.17,870100.0,29.508666666666667,39.705559,65.3179190751445,Hold
1413,TSLA,2012-08-10,29.31,29.94,29.31,29.94,707400.0,0.0,1.0,29.31,29.94,29.31,29.94,707400.0,29.484666666666666,39.366459,57.8300921187308,Hold
1414,TSLA,2012-08-09,29.52,30.0,29.1301,29.41,672600.0,0.0,1.0,29.52,30.0,29.1301,29.41,672600.0,29.464333333333336,38.988759,54.85436893203883,Hold
1415,TSLA,2012-08-08,29.9,30.0,28.59,29.09,1308900.0,0.0,1.0,29.9,30.0,28.59,29.09,1308900.0,29.404,38.611064,51.93423597678916,Hold
1416,TSLA,2012-08-07,28.77,30.9,28.5,30.25,2387200.0,0.0,1.0,28.77,30.9,28.5,30.25,2387200.0,29.377333333333333,38.210644,58.670260557053,Hold
1417,TSLA,2012-08-06,27.55,28.7,27.55,28.27,1528200.0,0.0,1.0,27.55,28.7,27.55,28.27,1528200.0,29.275,37.866594,44.84492875104778,Hold
1418,TSLA,2012-08-03,26.9,27.55,26.74,27.27,1209500.0,0.0,1.0,26.9,27.55,26.74,27.27,1209500.0,29.099333333333334,37.539294,35.21367521367523,Hold
1419,TSLA,2012-08-02,26.84,26.85,25.52,26.1,1305100.0,0.0,1.0,26.84,26.85,25.52,26.1,1305100.0,28.95633333333333,37.233594000000004,34.07775020678248,Hold
1420,TSLA,2012-08-01,27.99,27.99,26.03,26.25,1592300.0,0.0,1.0,27.99,27.99,26.03,26.25,1592300.0,28.848666666666663,36.926894000000004,37.4561403508772,Hold
1421,TSLA,2012-07-31,27.54,27.97,27.35,27.42,1575100.0,0.0,1.0,27.54,27.97,27.35,27.42,1575100.0,28.82,36.614294,41.413311421528356,Hold
1422,TSLA,2012-07-30,29.51,30.248,27.21,27.35,2065200.0,0.0,1.0,29.51,30.248,27.21,27.35,2065200.0,28.805000000000003,36.293544000000004,38.67120954003407,Hold
1423,TSLA,2012-07-27,28.71,29.66,28.1,29.51,1673000.0,0.0,1.0,28.71,29.66,28.1,29.51,1673000.0,28.876333333333335,35.979854,47.09772226304189,Hold
1424,TSLA,2012-07-26,29.9,30.0,27.64,28.13,2262300.0,0.0,1.0,29.9,30.0,27.64,28.13,2262300.0,28.83566666666667,35.696294,45.493257629524486,Hold
1425,TSLA,2012-07-25,29.92,29.98,28.75,28.95,2842200.0,0.0,1.0,29.92,29.98,28.75,28.95,2842200.0,28.849,35.424844,48.42175957018132,Hold
1426,TSLA,2012-07-24,30.66,31.04,29.62,29.84,1500300.0,0.0,1.0,30.66,31.04,29.62,29.84,1500300.0,28.912333333333333,35.135044,45.260156806842474,Hold
1427,TSLA,2012-07-23,31.05,31.3,30.62,30.66,1386800.0,0.0,1.0,31.05,31.3,30.62,30.66,1386800.0,28.996333333333332,34.904524,52.643171806167395,Hold
1428,TSLA,2012-07-20,32.07,32.25,31.25,31.79,1568500.0,0.0,1.0,32.07,32.25,31.25,31.79,1568500.0,29.105333333333338,34.716474,58.368495077355824,Hold
1429,TSLA,2012-07-19,32.72,33.15,32.04,32.27,1435900.0,0.0,1.0,32.72,33.15,32.04,32.27,1435900.0,29.233999999999998,34.5988915,61.05702364394993,Hold
1430,TSLA,2012-07-18,31.42,33.67,31.06,32.15,2881900.0,0.0,1.0,31.42,33.67,31.06,32.15,2881900.0,29.358666666666668,34.4820915,57.12143928035981,Hold
1431,TSLA,2012-07-17,35.0,35.21,32.38,33.35,2569300.0,0.0,1.0,35.0,35.21,32.38,33.35,2569300.0,29.514000000000003,34.3513415,70.22292993630572,Hold
1432,TSLA,2012-07-16,34.32,36.0,33.9,35.96,1744000.0,0.0,1.0,34.32,36.0,33.9,35.96,1744000.0,29.768666666666665,34.258391499999995,80.66337332392376,Hold
1433,TSLA,2012-07-13,32.97,34.4,32.83,34.25,1304800.0,0.0,1.0,32.97,34.4,32.83,34.25,1304800.0,29.927,34.1590915,77.70224337185584,Hold
1434,TSLA,2012-07-12,31.29,33.01,30.8,32.7,1125700.0,0.0,1.0,31.29,33.01,30.8,32.7,1125700.0,29.992666666666665,34.0561915,70.01862197392923,Hold
1435,TSLA,2012-07-11,31.57,31.68,31.01,31.51,638600.0,0.0,1.0,31.57,31.68,31.01,31.51,638600.0,30.044666666666668,33.943791499999996,62.67823930564165,Hold
1436,TSLA,2012-07-10,31.54,32.48,30.89,31.27,758400.0,0.0,1.0,31.54,32.48,30.89,31.27,758400.0,30.116666666666667,33.825441500000004,62.024539877300604,Hold
1437,TSLA,2012-07-09,30.94,31.83,30.67,31.49,910500.0,0.0,1.0,30.94,31.83,30.67,31.49,910500.0,30.182666666666666,33.726891499999994,56.894150417827284,Hold
1438,TSLA,2012-07-06,30.99,31.73,30.8,30.99,784500.0,0.0,1.0,30.99,31.73,30.8,30.99,784500.0,30.215333333333334,33.621841499999995,60.60830860534123,Hold
1439,TSLA,2012-07-05,30.81,31.67,30.8,31.23,1253800.0,0.0,1.0,30.81,31.67,30.8,31.23,1253800.0,30.246333333333332,33.5258415,58.837209302325576,Hold
1440,TSLA,2012-07-03,30.6,31.0,30.4,30.66,947000.0,0.0,1.0,30.6,31.0,30.4,30.66,947000.0,30.288333333333334,33.4240915,53.25914149443562,Hold
1441,TSLA,2012-07-02,31.35,31.7995,30.19,30.4,1315600.0,0.0,1.0,31.35,31.7995,30.19,30.4,1315600.0,30.321000000000005,33.3251415,48.91846921797004,Hold
1442,TSLA,2012-06-29,32.8,32.8,31.0,31.29,1125800.0,0.0,1.0,32.8,32.8,31.0,31.29,1125800.0,30.325,33.2424415,47.87775891341257,Hold
1443,TSLA,2012-06-28,31.9,32.11,30.62,31.41,914100.0,0.0,1.0,31.9,32.11,30.62,31.41,914100.0,30.374000000000002,33.1646415,46.23467600700525,Hold
1444,TSLA,2012-06-27,31.9,32.445,31.57,31.96,1047200.0,0.0,1.0,31.9,32.445,31.57,31.96,1047200.0,30.459,33.0971915,49.19831223628693,Hold
1445,TSLA,2012-06-26,32.05,32.35,31.39,31.61,2613900.0,0.0,1.0,32.05,32.35,31.39,31.61,2613900.0,30.543000000000003,33.027291500000004,42.090909090909086,Hold
1446,TSLA,2012-06-25,33.94,34.12,32.75,33.11,1498500.0,0.0,1.0,33.94,34.12,32.75,33.11,1498500.0,30.638333333333335,32.9763415,35.591506572295245,Hold
1447,TSLA,2012-06-22,32.6,33.98,32.46,33.785,3046600.0,0.0,1.0,32.6,33.98,32.46,33.785,3046600.0,30.822166666666668,32.9265165,47.37436476566909,Hold
1448,TSLA,2012-06-21,34.26,34.28,31.84,32.19,1891900.0,0.0,1.0,34.26,34.28,31.84,32.19,1891900.0,30.986166666666666,32.8695165,47.13483146067413,Hold
1449,TSLA,2012-06-20,33.5,34.5,33.21,33.78,3422400.0,0.0,1.0,33.5,34.5,33.21,33.78,3422400.0,31.24216666666667,32.8291165,62.20430107526881,Hold
1450,TSLA,2012-06-19,32.02,32.6594,31.5,32.09,911100.0,0.0,1.0,32.02,32.6594,31.5,32.09,911100.0,31.436833333333333,32.7870665,53.81395348837211,Hold
1451,TSLA,2012-06-18,29.94,32.33,29.5,31.84,1256800.0,0.0,1.0,29.94,32.33,29.5,31.84,1256800.0,31.584166666666665,32.7371165,51.62337662337663,Hold
1452,TSLA,2012-06-15,29.39,29.95,28.81,29.91,646800.0,0.0,1.0,29.39,29.95,28.81,29.91,646800.0,31.669499999999996,32.6798165,45.577395577395585,Hold
1453,TSLA,2012-06-14,30.18,30.65,28.62,29.39,872200.0,0.0,1.0,30.18,30.65,28.62,29.39,872200.0,31.665499999999998,32.6167165,42.63410728582866,Hold
1454,TSLA,2012-06-13,29.55,30.64,29.47,29.77,844100.0,0.0,1.0,29.55,30.64,29.47,29.77,844100.0,31.720166666666668,32.5600665,46.38211382113821,Hold
1455,TSLA,2012-06-12,29.23,29.84,28.81,29.66,569000.0,0.0,1.0,29.23,29.84,28.81,29.66,569000.0,31.743833333333335,32.4866665,46.954732510288075,Hold
1456,TSLA,2012-06-11,30.31,31.0,28.9584,29.12,636000.0,0.0,1.0,30.31,31.0,28.9584,29.12,636000.0,31.719833333333334,32.4126165,40.80508474576272,Hold
1457,TSLA,2012-06-08,28.86,30.19,28.1475,30.08,881100.0,0.0,1.0,28.86,30.19,28.1475,30.08,881100.0,31.700499999999998,32.3735665,44.738924050632896,Hold
1458,TSLA,2012-06-07,29.81,29.87,28.85,28.93,492100.0,0.0,1.0,29.81,29.87,28.85,28.93,492100.0,31.605166666666666,32.3274165,38.557401812688816,Hold
1459,TSLA,2012-06-06,28.2,29.45,28.14,29.22,909900.0,0.0,1.0,28.2,29.45,28.14,29.22,909900.0,31.5035,32.2842165,40.93323216995447,Hold
1460,TSLA,2012-06-05,27.84,28.39,27.56,27.91,630900.0,0.0,1.0,27.84,28.39,27.56,27.91,630900.0,31.362166666666667,32.2361165,29.984603541185507,Hold
1461,TSLA,2012-06-04,28.03,28.41,27.11,27.88,1030900.0,0.0,1.0,28.03,28.41,27.11,27.88,1030900.0,31.17983333333333,32.1924165,26.083434588902392,Hold
1462,TSLA,2012-06-01,28.53,29.16,27.76,28.15,885800.0,0.0,1.0,28.53,29.16,27.76,28.15,885800.0,30.919499999999996,32.153116499999996,31.669691470054445,Hold
1463,TSLA,2012-05-31,30.07,30.29,28.75,29.5,1118700.0,0.0,1.0,30.07,30.29,28.75,29.5,1118700.0,30.761166666666668,32.1208665,30.148423005565846,Hold
1464,TSLA,2012-05-30,31.08,31.42,30.24,30.41,1307200.0,0.0,1.0,31.08,31.42,30.24,30.41,1307200.0,30.684833333333334,32.097516500000005,41.59999999999997,Hold
1465,TSLA,2012-05-29,30.01,31.93,30.01,31.69,1650000.0,0.0,1.0,30.01,31.93,30.01,31.69,1650000.0,30.690833333333334,32.0802165,49.32003626473255,Hold
1466,TSLA,2012-05-25,30.16,30.4076,29.2,29.81,757000.0,0.0,1.0,30.16,30.4076,29.2,29.81,757000.0,30.642166666666665,32.052816500000006,49.54462659380692,Hold
1467,TSLA,2012-05-24,31.25,31.25,29.69,30.32,1075600.0,0.0,1.0,31.25,31.25,29.69,30.32,1075600.0,30.603166666666667,32.0201665,54.23883318140383,Hold
1468,TSLA,2012-05-23,30.56,31.05,29.5,31.02,1220400.0,0.0,1.0,30.56,31.05,29.5,31.02,1220400.0,30.604166666666668,31.9803665,55.535872453498676,Hold
1469,TSLA,2012-05-22,30.1,31.34,30.0,30.79,2366200.0,0.0,1.0,30.1,31.34,30.0,30.79,2366200.0,30.589499999999997,31.938716499999995,54.951796669588084,Hold
1470,TSLA,2012-05-21,27.58,29.26,27.12,28.77,1475200.0,0.0,1.0,27.58,29.26,27.12,28.77,1475200.0,30.526500000000002,31.8870665,48.64235841737781,Hold
1471,TSLA,2012-05-18,28.37,28.46,26.83,27.56,1616500.0,0.0,1.0,28.37,28.46,26.83,27.56,1616500.0,30.43183333333333,31.8325165,40.41095890410959,Hold
1472,TSLA,2012-05-17,29.3,29.79,28.24,28.57,1149000.0,0.0,1.0,29.3,29.79,28.24,28.57,1149000.0,30.341166666666666,31.784216500000003,48.61538461538462,Hold
1473,TSLA,2012-05-16,29.58,30.18,28.88,29.18,1257100.0,0.0,1.0,29.58,30.18,28.88,29.18,1257100.0,30.266833333333334,31.7416665,49.84984984984985,Hold
1474,TSLA,2012-05-15,30.26,30.96,29.22,29.43,1585700.0,0.0,1.0,30.26,30.96,29.22,29.43,1585700.0,30.182499999999997,31.7055665,56.19902120717781,Hold
1475,TSLA,2012-05-14,31.92,32.13,30.05,30.06,1380900.0,0.0,1.0,31.92,32.13,30.05,30.06,1380900.0,30.13083333333333,31.677966500000004,58.47589424572317,Hold
1476,TSLA,2012-05-11,32.49,33.44,32.16,32.25,1221300.0,0.0,1.0,32.49,33.44,32.16,32.25,1221300.0,30.10216666666667,31.6659665,63.870094722598104,Hold
1477,TSLA,2012-05-10,32.97,34.68,32.4,32.96,5556300.0,0.0,1.0,32.97,34.68,32.4,32.96,5556300.0,30.074666666666666,31.6566165,62.23479490806223,Hold
1478,TSLA,2012-05-09,30.3,30.77,29.76,30.06,1947900.0,0.0,1.0,30.3,30.77,29.76,30.06,1947900.0,30.003666666666668,31.6314165,48.915065096094224,Hold
1479,TSLA,2012-05-08,32.5,32.7281,29.37,30.19,3097200.0,0.0,1.0,32.5,32.7281,29.37,30.19,3097200.0,29.884,31.6102165,44.99332443257677,Hold
1480,TSLA,2012-05-07,31.96,32.58,31.61,32.47,1158000.0,0.0,1.0,31.96,32.58,31.61,32.47,1158000.0,29.896666666666665,31.6006665,58.64759427828347,Hold
1481,TSLA,2012-05-04,32.2,32.46,31.4,31.83,1247500.0,0.0,1.0,32.2,32.46,31.4,31.83,1247500.0,29.896333333333335,31.579266500000003,54.867827208252734,Hold
1482,TSLA,2012-05-03,33.91,34.0,32.13,32.46,841300.0,0.0,1.0,33.91,34.0,32.13,32.46,841300.0,29.981333333333335,31.5657665,54.66321243523316,Hold
1483,TSLA,2012-05-02,33.5,34.39,33.39,33.94,497300.0,0.0,1.0,33.5,34.39,33.39,33.94,497300.0,30.133,31.542766500000003,59.43678849610544,Hold
1484,TSLA,2012-05-01,33.13,34.21,33.13,33.78,659000.0,0.0,1.0,33.13,34.21,33.13,33.78,659000.0,30.266666666666662,31.5152665,66.89143627781525,Hold
1485,TSLA,2012-04-30,33.27,33.36,32.58,33.13,413900.0,0.0,1.0,33.27,33.36,32.58,33.13,413900.0,30.382333333333335,31.4957165,69.51646811492644,Hold
1486,TSLA,2012-04-27,33.6,33.63,32.91,33.34,591000.0,0.0,1.0,33.6,33.63,32.91,33.34,591000.0,30.523,31.470916499999998,67.70601336302897,Hold
1487,TSLA,2012-04-26,32.96,33.52,32.91,33.49,425300.0,0.0,1.0,32.96,33.52,32.91,33.49,425300.0,30.636666666666667,31.4461165,66.56418139892392,Hold
1488,TSLA,2012-04-25,32.07,32.99,32.07,32.91,712200.0,0.0,1.0,32.07,32.99,32.07,32.91,712200.0,30.769333333333332,31.4212165,63.043478260869556,Hold
1489,TSLA,2012-04-24,31.82,32.2,31.0,31.82,674500.0,0.0,1.0,31.82,32.2,31.0,31.82,674500.0,30.855999999999998,31.388216500000002,56.3768115942029,Hold
1490,TSLA,2012-04-23,32.86,32.97,31.71,31.94,890800.0,0.0,1.0,32.86,32.97,31.71,31.94,890800.0,30.990333333333336,31.3517165,48.67860187553283,Hold
1491,TSLA,2012-04-20,33.14,33.7299,32.94,33.16,821800.0,0.0,1.0,33.14,33.7299,32.94,33.16,821800.0,31.166333333333334,31.320116499999997,50.816993464052274,Hold
1492,TSLA,2012-04-19,32.75,33.43,32.5,33.16,774900.0,0.0,1.0,32.75,33.43,32.5,33.16,774900.0,31.333333333333332,31.2900665,66.59528907922913,Hold
1493,TSLA,2012-04-18,32.09,32.75,31.53,32.66,823100.0,0.0,1.0,32.09,32.75,31.53,32.66,823100.0,31.438666666666666,31.2627165,62.718846549948495,Hold
1494,TSLA,2012-04-17,32.43,33.07,32.04,32.24,1115500.0,0.0,1.0,32.43,33.07,32.04,32.24,1115500.0,31.499666666666666,31.2352165,48.53503184713377,Hold
1495,TSLA,2012-04-16,33.41,33.7,32.09,32.25,1099600.0,0.0,1.0,33.41,33.7,32.09,32.25,1099600.0,31.51833333333333,31.2049665,52.90858725761774,Hold
1496,TSLA,2012-04-13,33.94,34.04,32.85,33.59,649600.0,0.0,1.0,33.94,34.04,32.85,33.59,649600.0,31.644333333333336,31.1853665,57.124842370744034,Hold
1497,TSLA,2012-04-12,33.77,34.48,32.92,33.44,1033900.0,0.0,1.0,33.77,34.48,32.92,33.44,1033900.0,31.74833333333333,31.164966500000002,46.212121212121204,Hold
1498,TSLA,2012-04-11,33.24,33.29,32.01,33.09,1105500.0,0.0,1.0,33.24,33.29,32.01,33.09,1105500.0,31.817333333333334,31.140666500000002,44.91899852724596,Hold
1499,TSLA,2012-04-10,33.15,33.849,32.1,32.46,1847700.0,0.0,1.0,33.15,33.849,32.1,32.46,1847700.0,31.873,31.112816499999997,45.051698670605596,Hold
1500,TSLA,2012-04-09,34.1,34.29,33.1,33.15,1655700.0,0.0,1.0,34.1,34.29,33.1,33.15,1655700.0,32.019,31.093666499999998,48.68965517241376,Hold
1501,TSLA,2012-04-05,35.1,35.44,34.41,34.48,1509400.0,0.0,1.0,35.1,35.44,34.41,34.48,1509400.0,32.24966666666667,31.081116500000004,55.871886120996415,Hold
1502,TSLA,2012-04-04,35.27,35.49,34.69,35.0,4481800.0,0.0,1.0,35.27,35.49,34.69,35.0,4481800.0,32.464,31.0761165,62.48506571087219,Hold
1503,TSLA,2012-04-03,36.7,38.4696,36.67,38.01,1098100.0,0.0,1.0,36.7,38.4696,36.67,38.01,1098100.0,32.75833333333333,31.090216499999997,80.07774538386785,Sell
1504,TSLA,2012-04-02,37.33,37.97,36.53,36.58,1028600.0,0.0,1.0,37.33,37.97,36.53,36.58,1028600.0,32.99666666666667,31.100516500000005,70.0,Hold
1505,TSLA,2012-03-30,37.52,37.94,36.68,37.24,886400.0,0.0,1.0,37.52,37.94,36.68,37.24,886400.0,33.236,31.114816500000003,68.47826086956525,Hold
1506,TSLA,2012-03-29,38.19,38.19,37.03,37.33,796400.0,0.0,1.0,38.19,38.19,37.03,37.33,796400.0,33.40533333333333,31.1309665,68.73315363881403,Hold
1507,TSLA,2012-03-28,37.78,38.44,37.1104,37.85,955000.0,0.0,1.0,37.78,38.44,37.1104,37.85,955000.0,33.568333333333335,31.150716499999998,73.27354260089689,Sell
1508,TSLA,2012-03-27,37.16,39.95,37.03,37.94,2539200.0,0.0,1.0,37.16,39.95,37.03,37.94,2539200.0,33.830999999999996,31.1741165,76.34011090573011,Sell
1509,TSLA,2012-03-26,35.59,38.09,35.0414,37.4,3140500.0,0.0,1.0,35.59,38.09,35.0414,37.4,3140500.0,34.071333333333335,31.1965665,72.68722466960352,Sell
1510,TSLA,2012-03-23,34.26,34.63,33.15,34.08,1170600.0,0.0,1.0,34.26,34.63,33.15,34.08,1170600.0,34.125,31.1993165,51.837959489872446,Hold
1511,TSLA,2012-03-22,34.97,35.15,34.3,34.4,522400.0,0.0,1.0,34.97,35.15,34.3,34.4,522400.0,34.21066666666666,31.2031165,53.555555555555564,Hold
1512,TSLA,2012-03-21,34.94,35.3,34.6,35.15,607200.0,0.0,1.0,34.94,35.3,34.6,35.15,607200.0,34.300333333333334,31.2104665,57.410071942446024,Hold
1513,TSLA,2012-03-20,34.98,35.2,34.57,34.96,567000.0,0.0,1.0,34.98,35.2,34.57,34.96,567000.0,34.33433333333333,31.2135665,59.286775631500745,Hold
1514,TSLA,2012-03-19,35.26,35.32,34.54,34.98,1015600.0,0.0,1.0,35.26,35.32,34.54,34.98,1015600.0,34.37433333333333,31.216466500000003,57.154026583268184,Hold
1515,TSLA,2012-03-16,34.9,35.89,34.83,35.32,729300.0,0.0,1.0,34.9,35.89,34.83,35.32,729300.0,34.447333333333326,31.2192165,53.55932203389832,Hold
1516,TSLA,2012-03-15,35.28,35.48,34.78,35.0,571600.0,0.0,1.0,35.28,35.48,34.78,35.0,571600.0,34.50266666666666,31.2174165,50.0,Hold
1517,TSLA,2012-03-14,36.0,36.0,34.8,35.29,851500.0,0.0,1.0,36.0,36.0,34.8,35.29,851500.0,34.56266666666667,31.2245165,34.68468468468468,Hold
1518,TSLA,2012-03-13,36.51,36.59,35.5,36.09,1001600.0,0.0,1.0,36.51,36.59,35.5,36.09,1001600.0,34.66866666666667,31.2388665,47.03030303030306,Hold
1519,TSLA,2012-03-12,34.69,36.29,34.6,36.01,1963300.0,0.0,1.0,34.69,36.29,34.6,36.01,1963300.0,34.80833333333333,31.2504665,41.98174706649281,Hold
1520,TSLA,2012-03-09,33.2,35.31,33.2,34.74,1553400.0,0.0,1.0,33.2,35.31,33.2,34.74,1553400.0,34.901666666666664,31.2562165,35.367231638418104,Hold
1521,TSLA,2012-03-08,33.11,33.49,33.04,33.07,633300.0,0.0,1.0,33.11,33.49,33.04,33.07,633300.0,34.89866666666667,31.2501665,26.099999999999994,Buy
1522,TSLA,2012-03-07,33.12,33.315,32.9105,33.12,364900.0,0.0,1.0,33.12,33.315,32.9105,33.12,364900.0,34.897333333333336,31.2457665,25.80321285140562,Buy
1523,TSLA,2012-03-06,33.25,33.28,32.62,33.11,573800.0,0.0,1.0,33.25,33.28,32.62,33.11,573800.0,34.912333333333336,31.2391665,27.253446447507955,Buy
1524,TSLA,2012-03-05,34.35,34.4,33.46,33.77,467000.0,0.0,1.0,34.35,34.4,33.46,33.77,467000.0,34.96333333333334,31.2349665,47.7104874446086,Hold
1525,TSLA,2012-03-02,34.4,34.5,33.71,34.04,550000.0,0.0,1.0,34.4,34.5,33.71,34.04,550000.0,35.023,31.2322165,47.32142857142858,Hold
1526,TSLA,2012-03-01,33.51,34.5,33.305,34.41,703500.0,0.0,1.0,33.51,34.5,33.305,34.41,703500.0,35.050333333333334,31.232266499999994,44.16403785488957,Hold
1527,TSLA,2012-02-29,33.81,34.12,33.14,33.41,535700.0,0.0,1.0,33.81,34.12,33.14,33.41,535700.0,35.04933333333334,31.230266500000003,39.16083916083913,Hold
1528,TSLA,2012-02-28,33.64,34.44,33.17,33.81,612200.0,0.0,1.0,33.64,34.44,33.17,33.81,612200.0,35.07333333333334,31.2312665,42.231075697211196,Hold
1529,TSLA,2012-02-27,33.41,34.0,33.0,33.62,606000.0,0.0,1.0,33.41,34.0,33.0,33.62,606000.0,35.111999999999995,31.2230665,38.482384823848236,Hold
1530,TSLA,2012-02-24,34.23,34.52,33.27,33.75,959900.0,0.0,1.0,34.23,34.52,33.27,33.75,959900.0,35.132,31.2154165,41.30737134909598,Hold
1531,TSLA,2012-02-23,33.86,34.97,33.56,34.53,820400.0,0.0,1.0,33.86,34.97,33.56,34.53,820400.0,35.13366666666666,31.215216499999997,45.05208333333335,Hold
1532,TSLA,2012-02-22,34.5,34.72,32.5,34.22,1654600.0,0.0,1.0,34.5,34.72,32.5,34.22,1654600.0,35.10766666666667,31.215466499999998,36.99582753824755,Hold
1533,TSLA,2012-02-21,34.87,34.87,33.81,34.5,1135800.0,0.0,1.0,34.87,34.87,33.81,34.5,1135800.0,34.99066666666667,31.218466499999998,39.7834912043302,Hold
1534,TSLA,2012-02-17,33.99,34.97,33.5,34.97,1376700.0,0.0,1.0,33.99,34.97,33.5,34.97,1376700.0,34.937,31.2247665,51.74506828528071,Hold
1535,TSLA,2012-02-16,33.5,34.51,32.54,34.18,2219700.0,0.0,1.0,33.5,34.51,32.54,34.18,2219700.0,34.835,31.226166500000005,59.719789842381765,Hold
1536,TSLA,2012-02-15,33.1,34.41,32.27,33.6,2761800.0,0.0,1.0,33.1,34.41,32.27,33.6,2761800.0,34.71066666666666,31.221066499999996,53.84615384615387,Hold
1537,TSLA,2012-02-14,31.74,33.79,31.4,33.17,1810800.0,0.0,1.0,31.74,33.79,31.4,33.17,1810800.0,34.55466666666666,31.217816499999998,50.45045045045046,Hold
1538,TSLA,2012-02-13,31.55,32.06,30.9,31.49,1157900.0,0.0,1.0,31.55,32.06,30.9,31.49,1157900.0,34.339666666666666,31.2068165,35.156249999999986,Hold
1539,TSLA,2012-02-10,32.26,32.2695,29.84,31.1,1874200.0,0.0,1.0,32.26,32.2695,29.84,31.1,1874200.0,34.129666666666665,31.1961665,31.153846153846203,Hold
1540,TSLA,2012-02-09,32.0,32.9,31.43,32.58,1277100.0,0.0,1.0,32.0,32.9,31.43,32.58,1277100.0,34.07966666666667,31.1983165,39.73063973063975,Hold
1541,TSLA,2012-02-08,31.6,32.01,31.29,31.93,623700.0,0.0,1.0,31.6,32.01,31.29,31.93,623700.0,33.99733333333334,31.1966165,41.35514018691591,Hold
1542,TSLA,2012-02-07,31.8,31.8,30.82,31.6,1021600.0,0.0,1.0,31.8,31.8,30.82,31.6,1021600.0,33.879,31.1939665,36.984687868080094,Hold
1543,TSLA,2012-02-06,31.1,31.9,31.05,31.8,652100.0,0.0,1.0,31.1,31.9,31.05,31.8,652100.0,33.77366666666667,31.1906165,39.29411764705884,Hold
1544,TSLA,2012-02-03,30.41,31.33,30.25,31.15,764500.0,0.0,1.0,30.41,31.33,30.25,31.15,764500.0,33.646,31.181366500000003,35.58758314855875,Hold
1545,TSLA,2012-02-02,29.72,30.88,29.605,30.25,805700.0,0.0,1.0,29.72,30.88,29.605,30.25,805700.0,33.477,31.168016500000004,26.586433260393846,Buy
1546,TSLA,2012-02-01,29.07,29.7,29.0,29.58,523200.0,0.0,1.0,29.07,29.7,29.0,29.58,523200.0,33.29633333333333,31.156717000000004,25.578947368421026,Buy
1547,TSLA,2012-01-31,29.9,30.0,28.87,29.07,956400.0,0.0,1.0,29.9,30.0,28.87,29.07,956400.0,33.089,31.147966999999998,22.096608427543657,Buy
1548,TSLA,2012-01-30,29.49,29.61,28.529,29.57,729000.0,0.0,1.0,29.49,29.61,28.529,29.57,729000.0,32.87166666666666,31.138916999999996,22.33606557377047,Buy
1549,TSLA,2012-01-27,28.5,29.72,28.5,29.33,748400.0,0.0,1.0,28.5,29.72,28.5,29.33,748400.0,32.648999999999994,31.1274955,23.669923995656873,Buy
1550,TSLA,2012-01-26,28.07,29.58,28.0,28.94,1271100.0,0.0,1.0,28.07,29.58,28.0,28.94,1271100.0,32.455666666666666,31.1168455,24.16851441241684,Buy
1551,TSLA,2012-01-25,27.27,28.01,27.05,27.97,611200.0,0.0,1.0,27.27,28.01,27.05,27.97,611200.0,32.28566666666667,31.105095499999997,22.80334728033469,Buy
1552,TSLA,2012-01-24,26.63,27.68,26.4399,27.42,858000.0,0.0,1.0,26.63,27.68,26.4399,27.42,858000.0,32.095666666666666,31.085645499999995,25.8600237247924,Buy
1553,TSLA,2012-01-23,26.81,27.21,26.6,26.77,594600.0,0.0,1.0,26.81,27.21,26.6,26.77,594600.0,31.884333333333334,31.0617955,25.0863060989643,Buy
